college_name,college_link,duration,fees,rank,placement,c_type,program
MVN University,https://www.collegesearch.in/university/mvn-university,4 Years,"Rs 4,08,000/-",,,State Private University,Bachelor of Technology (B.Tech)
Pratap University,https://www.collegesearch.in/university/pratap-university,4 Years,"Rs 3,86,500/-",,,State Private University,Bachelor of Technology (B.Tech)
Career Point University - Hamirpur,https://www.collegesearch.in/university/career-point-university-hamirpur,4 Years,"Rs 4,20,500/-",,,State Private University,Bachelor of Technology (B.Tech)
"Ganga Institute of Technology & Management, Jhajjar",https://www.collegesearch.in/colleges/ganga-institute-of-technology-management,4 Years,"Rs 2,80,000/-",,,,Bachelor of Technology (B.Tech)
"KNP Group of Institutions, Bhopal",https://www.collegesearch.in/colleges/knp-group-of-institutions-bhopal,4 Years,,,,,Bachelor of Engineering
"GNA University, Hosiarpur",https://www.collegesearch.in/colleges/gna-university-hosiarpur,4 Years,"Rs 6,84,000/-",,,,Bachelor of Technology (B.Tech)
"Newton&rsquo;s Institute of Engineering, Guntur",https://www.collegesearch.in/colleges/newtons-institute-of-engineering-guntur,4 Years,,,,,Bachelor of Technology (B.Tech)
"Sri Sukhmani Institute of Engineering & Technology, Chandigarh",https://www.collegesearch.in/colleges/sri-sukhmani-institute-of-engineering-technology-chandigarh,4 Years,,,,,Bachelor of Technology (B.Tech)
"Sri Mittapalli College of Engineering, Guntur",https://www.collegesearch.in/colleges/sri-mittapalli-college-of-engineering-guntur,4 Years,"Rs 1,20,800/-",,,,Bachelor of Technology (B.Tech)
"Fortune Institute of Management and Technology, Baroda",https://www.collegesearch.in/colleges/fortune-institute-of-management-and-technology-baroda,4 Years,,,,,Bachelor of Technology (B.Tech)
"Yadavrao Tasgaonkar Engineering of Technology, Karjat",https://www.collegesearch.in/colleges/yadavrao-tasgaonkar-engineering-of-technology-karjat,4 Years,,,,,Bachelor of Technology (B.Tech)
"GRT Institute of Engineering and Technology, Chennai",https://www.collegesearch.in/colleges/grt-institute-of-engineering-and-technology-chennai,4 Years,"Rs 1,60,000/-",,,,Bachelor of Engineering
Dr Budhajirao Mulik College of Agriculture,https://www.collegesearch.in/colleges/dr-budhajirao-mulik-college-of-agriculture,4 Years,,,,,Bachelor of Technology (B.Tech)
"PK Institute of Technology & Management (PKITM), Mathura",https://www.collegesearch.in/colleges/pk-institute-of-technology-management-pkitm-mathura,4 Years,,,,,Bachelor of Technology (B.Tech)
Institute of Technology & Management - Maharajganj,https://www.collegesearch.in/colleges/institute-of-technology-management-maharajganj,4 Years,,,,,Bachelor of Technology (B.Tech)
Sarojini Institute Of Technology,https://www.collegesearch.in/colleges/sarojini-institute-of-technology,4 Years,,,,,Bachelor of Technology (B.Tech)
JJ College of Engineering & Technology,https://www.collegesearch.in/colleges/jj-college-of-engineering-technology,4 Years,,,,,Bachelor of Technology (B.Tech)
"Rajiv Gandhi College of Engineering & Technology - Puducherry, Pondicherry",https://www.collegesearch.in/colleges/rajiv-gandhi-college-of-engineering-technology-puducherry,4 Years,,,,,Bachelor of Technology (B.Tech)
Global College of Engineering & Technology - Kahanpur Khui,https://www.collegesearch.in/colleges/global-college-of-engineering-technology-kahanpur-khui,4 Years,"Rs 3,05,100/-",,,,Bachelor of Technology (B.Tech)
"School of Engineering CUSAT, Kochi",https://www.collegesearch.in/colleges/school-of-engineering-cusat-kochi,4 Years,,,,,Bachelor of Technology (B.Tech)
Toc H Institute of Science and Technology (TIST),https://www.collegesearch.in/colleges/toc-h-institute-of-science-and-technology-tist,4 Years,"Rs 3,20,000/-",,,,Bachelor of Technology (B.Tech)
Madhu Vachaspati Institute of Engineering & Technology (MVIET),https://www.collegesearch.in/colleges/madhu-vachaspati-institute-of-engineering-technology-mviet,4 Years,,,,,Bachelor of Technology (B.Tech)
"Aryavart Institute of Technology & Management, Lucknow",https://www.collegesearch.in/colleges/aryavart-institute-of-technology-management-lucknow,4 Years,"Rs 3,00,000/-",,,,Bachelor of Technology (B.Tech)
"Sri Lakshmi Ammal Engineering College, Chennai",https://www.collegesearch.in/colleges/sri-lakshmi-ammal-engineering-college-chennai,4 Years,,,,,Bachelor of Engineering
"PGP College of Engineering & Technology, Namakkal",https://www.collegesearch.in/colleges/pgp-college-of-engineering-technology,4 Years,,,,,Bachelor of Engineering
"Bharat Institute of Technology, Sonepat",https://www.collegesearch.in/colleges/bharat-institute-of-technology-sonepat,4 Years,,,,,Bachelor of Technology (B.Tech)
"IASSCOM Fortune Institute of Technology, Bhopal",https://www.collegesearch.in/colleges/iasscom-fortune-institute-of-technology-bhopal,4 Years,"Rs 1,82,400/-",,,,Bachelor of Engineering
Narnarayan Shastri Institute of Technology,https://www.collegesearch.in/colleges/narnarayan-shastri-institute-of-technology,4 Years,"Rs 2,52,000/-",,,,Bachelor of Technology (B.Tech)
Aman Bhalla Institute of Engineering And Technology,https://www.collegesearch.in/colleges/aman-bhalla-institute-of-engineering-and-technology,4 Years,"Rs 86,250/-",,,,Bachelor of Technology (B.Tech)
"Acropolis Institute of Technology & Research, Bhopal",https://www.collegesearch.in/colleges/acropolis-institute-of-technology-research-bhopal,4 Years,,,,,Bachelor of Engineering
"Synergy Institute of Technology, Dewas",https://www.collegesearch.in/colleges/synergy-institute-of-technology-dewas,4 Years,"Rs 1,40,000/-",,,,Bachelor of Engineering
"Laxmi Narayan Institute of Technology, Gwalior",https://www.collegesearch.in/colleges/laxmi-narayan-institute-of-technology-gwalior,4 Years,"Rs 2,40,000/-",,,,Bachelor of Technology (B.Tech)
"Swami Vivekanand Group, Indore",https://www.collegesearch.in/colleges/swami-vivekanand-group-indore,4 Years,,,,,Bachelor of Engineering
"GD Rungta college of Science & Technology (GDRCET), Raipur",https://www.collegesearch.in/colleges/gd-rungta-college-of-science-technology-gdrcet,4 Years,"Rs 1,80,000/-",,,,Bachelor of Engineering
KJ Institute of Engineering and Technology,https://www.collegesearch.in/colleges/kj-institute-of-engineering-and-technology,4 Years,"Rs 2,00,000/-",,,,Bachelor of Engineering
"SGS Institute of Technology and Science, Indore",https://www.collegesearch.in/colleges/sgs-institute-of-technology-and-science-indore,4 Years,,,,Autonomous,Bachelor of Engineering
"MES Institute of Technology and Management, Kollam",https://www.collegesearch.in/colleges/mes-institute-of-technology-and-management-kollam,4 Years,"Rs 3,40,000/-",,,,Bachelor of Technology (B.Tech)
"GH Raisoni Institute of Engineering and Technology, Pune",https://www.collegesearch.in/colleges/gh-raisoni-institute-of-engineering-and-technology-pune,4 Years,,,,,Bachelor of Engineering
"Baba Kuma Singh Ji Engineering College, Amritsar",https://www.collegesearch.in/colleges/baba-kuma-singh-ji-engineering-college-amritsar,4 Years,"Rs 2,80,000/-",,,,Bachelor of Technology (B.Tech)
"Bhabha Group of Institutions, Kanpur",https://www.collegesearch.in/colleges/bhabha-group-of-institutions-kanpur,4 Years,,,,,Bachelor of Technology (B.Tech)
"ABSS Institute of Technology, Meerut",https://www.collegesearch.in/colleges/abss-institute-of-technology-meerut,4 Years,,,,,Bachelor of Technology (B.Tech)
Ramgarhia Institute of Engineering and Technology,https://www.collegesearch.in/colleges/ramgarhia-institute-of-engineering-and-technology,4 Years,,,,,Bachelor of Technology (B.Tech)
"Biyani International Institute of Engineering & Technology(BIIET), Jaipur",https://www.collegesearch.in/colleges/biyani-international-institute-of-engineering-technologybiiet-jaipur,4 Years,,,,,Bachelor of Technology (B.Tech)
Desh Bhagat Foundation Groups of Institutions - Moga,https://www.collegesearch.in/colleges/desh-bhagat-foundation-groups-of-institutions-moga,4 Years,,,,,Bachelor of Technology (B.Tech)
Meerut College of Advance Technology (MCAT),https://www.collegesearch.in/colleges/meerut-college-of-advance-technology-mcat,4 Years,,,,,Bachelor of Technology (B.Tech)
"School of Engineering, Kochi",https://www.collegesearch.in/colleges/school-of-engineering-kochi,4 Years,"Rs 2,24,160/-",,,,Bachelor of Technology (B.Tech)
"Priyatam Institute of Technology & Management, Indore",https://www.collegesearch.in/colleges/priyatam-institute-of-technology-management-indore,4 Years,"Rs 1,82,400/-",,,,Bachelor of Engineering
"Shri Ram Murti Smarak College of Engineering and Technology - SRMSCET, Lucknow",https://www.collegesearch.in/colleges/shri-ram-murti-smarak-college-of-engineering-technology-lucknow,4 Years,"Rs 4,96,096/-",,"Average -Rs.
                                3.11 L.P.A/-",,Bachelor of Technology (B.Tech)
"Siddhi Vinayak Engenering & Management College, Alwar",https://www.collegesearch.in/colleges/siddhi-vinayak-engenering-management-college-alwar,4 Years,,,,,Bachelor of Technology (B.Tech)
"ACT College Of Engineering And Technology, Kancheepuram",https://www.collegesearch.in/colleges/act-college-of-engineering-and-technology,4 Years,,,"Average -Rs.
                                2.4 L.P.A/-",,Bachelor of Engineering
North West Institute of Engineering & Technology,https://www.collegesearch.in/colleges/north-west-institute-of-engineering-technology,4 Years,,,,,Bachelor of Technology (B.Tech)
"Regional Centre- Gurunanak Dev University, Gurdaspur",https://www.collegesearch.in/colleges/regional-centre-gurunanak-dev-university-gurdaspur,4 Years,,,,,Bachelor of Technology (B.Tech)
"Lord Krishna College of Technology, Indore",https://www.collegesearch.in/colleges/lord-krishna-college-of-technology-indore,4 Years,"Rs 1,99,840/-",,,,Bachelor of Engineering
Kirodimal Institute of Technology (KIT),https://www.collegesearch.in/colleges/kirodimal-institute-of-technology-kit,4 Years,"Rs 2,41,500/-",,,,Bachelor of Engineering
"Shri Balwant Institute of Technology, Sonepat",https://www.collegesearch.in/colleges/shri-balwant-institute-of-technology-sonepat,4 Years,,,,,Bachelor of Technology (B.Tech)
Akshaya Bharathi Institute of Technology,https://www.collegesearch.in/colleges/akshaya-bharathi-institute-of-technology,4 Years,,,,,Bachelor of Technology (B.Tech)
Hirasugar Institute of Technology,https://www.collegesearch.in/colleges/hirasugar-institute-of-technology,4 Years,,,,,Bachelor of Technology (B.Tech)
"Dayanand Dinanath Group of Institutions, Kanpur",https://www.collegesearch.in/colleges/dayanand-dinanath-group-of-institutions-kanpur,4 Years,,,,,Bachelor of Technology (B.Tech)
"Shree JM Sabva College of Engineering & Technology, Bhavnagar",https://www.collegesearch.in/colleges/shree-jm-sabva-college-of-engineering-technology-bhavnagar,4 Years,"Rs 1,64,000/-",,,,Bachelor of Technology (B.Tech)
"Sri Dharmasthala Manjunatheshwar College of Engineering & Technology, Dharwad",https://www.collegesearch.in/colleges/sri-dharmasthala-manjunatheshwar-college-of-engineering-technology-dharwad,4 Years,,,,,Bachelor of Engineering
"Oriental Institute of Science & Technology, Indore",https://www.collegesearch.in/colleges/oriental-institute-of-science-technology-indore,4 Years,,,,,Bachelor of Engineering
"Sardar Kewal Singh Group Of Institutes, Kurukshetra",https://www.collegesearch.in/colleges/sardar-kewal-singh-group-of-institutes-kurukshetra,3 Years,"Rs 89,700/-",,,,
Mentey Padmanabham College of Engineering & Technology,https://www.collegesearch.in/colleges/mentey-padmanabham-college-of-engineering-technology,4 Years,,,,,Bachelor of Technology (B.Tech)
"Shanti Niketan College of Engineering, Hisar",https://www.collegesearch.in/colleges/shanti-niketan-college-of-engineering-hisar,4 Years,"Rs 2,34,000/-",,,,Bachelor of Technology (B.Tech)
Aryabhatt College of Engineering and Technology,https://www.collegesearch.in/colleges/aryabhatt-college-of-engineering-and-technology,4 Years,,,,,Bachelor of Technology (B.Tech)
Tagore Engineering College - Rajasthan,https://www.collegesearch.in/colleges/tagore-engineering-college-rajasthan,4 Years,,,,,Bachelor of Technology (B.Tech)
"Translam Institute of Technology and Management (TITM), Meerut",https://www.collegesearch.in/colleges/translam-institute-of-technology-and-management-titm-meerut,4 Years,,,,,Bachelor of Technology (B.Tech)
"Panineeya Institute of Technology & Science, Hyderabad",https://www.collegesearch.in/colleges/panineeya-institute-of-technology-science-hyderabad,4 Years,,,,,Bachelor of Technology (B.Tech)
Sri Sant Gajanan Maharaj College of Engineering,https://www.collegesearch.in/colleges/sri-sant-gajanan-maharaj-college-of-engineering,4 Years,"Rs 3,00,000/-",,,,Bachelor of Engineering
"Rayat - Bahra Institute of Engineering and Management, Barnala",https://www.collegesearch.in/colleges/rayat-bahra-institute-of-engineering-and-management-barnala,4 Years,,,,,Bachelor of Technology (B.Tech)
"Jasdev Singh Sandhu Institute of Engineering & Technology (JSSIET), Patiala",https://www.collegesearch.in/colleges/jasdev-singh-sandhu-institute-of-engineering-technology-jssiet-patiala,4 Years,,,,,Bachelor of Technology (B.Tech)
"Fatima Michael College of Engineering and Technology, Madurai",https://www.collegesearch.in/colleges/fatima-michael-college-of-engineering-and-technology-madurai,4 Years,,,,,Bachelor of Engineering
"Pankajakasthuri College of Engineering And Technology, Thiruvananthapuram",https://www.collegesearch.in/colleges/pankajakasthuri-college-of-engineering-and-technology-thiruvananthapuram,4 Years,"Rs 2,00,000/-",,,,Bachelor of Technology (B.Tech)
"Kavya School of Engineering, Rajkot",https://www.collegesearch.in/colleges/kavya-school-of-engineering-rajkot,4 Years,,,,,Bachelor of Technology (B.Tech)
Manyvar Kanshiram College of Information Technology,https://www.collegesearch.in/colleges/manyvar-kanshiram-college-of-information-technology,4 Years,"Rs 3,20,800/-",,,,Bachelor of Technology (B.Tech)
KLS Group Of Institutions,https://www.collegesearch.in/colleges/kls-group-of-institutions,4 Years,"Rs 5,05,000/-",,,,Bachelor of Technology (B.Tech)
Holy Cross Engineering College,https://www.collegesearch.in/colleges/holy-cross-engineering-college,4 Years,,,,,Bachelor of Engineering
Coastal Institute of Technology and Management,https://www.collegesearch.in/colleges/coastal-institute-of-technology-and-management,4 Years,,,,,Bachelor of Technology (B.Tech)
St Annes college of Engineering and Technology,https://www.collegesearch.in/colleges/st-annes-college-of-engineering-and-technology,4 Years,,,,,Bachelor of Engineering
IASE Deemed University,https://www.collegesearch.in/university/iase-deemed-university,4 Years,"Rs 2,16,000/-",,,Deemed,Bachelor of Engineering
"Sunrise University, Alwar",https://www.collegesearch.in/university/sunrise-university-alwar,4 Years,"Rs 2,91,000/-",,"Average -Rs.
                                2.4 L.P.A/-",State Private University,Bachelor of Technology (B.Tech)
Shree Ram Institute of Business & Management,https://www.collegesearch.in/colleges/shree-ram-institute-of-business-management,4 Years,"Rs 2,40,000/-",,,,Bachelor of Technology (B.Tech)
